,string,x,y
517,"move seventy-three to the left, then go up  seventy-eight",-73,78
518,"move fifty-seven to the left, then go up  three",-57,3
519,"move five to the left, then go up  twelve",-5,12
520,"move eleven to the left, then go up  sixty-eight",-11,68
521,"move ninety-seven to the left, then go up  eighty-four",-97,84
522,"move ninety-five to the left, then go up  twenty-nine",-95,29
523,"move two to the left, then go up  thirty-six",-2,36
524,"move thirty-nine to the left, then go up  thirty-one",-39,31
525,"move one hundred to the left, then go up  fifty-four",-100,54
526,"move forty-eight to the left, then go up  forty-five",-48,45
527,"move eighty to the left, then go up  seventy-one",-80,71
528,"move fifty-two to the left, then go up  five",-52,5
529,"move ninety-seven to the left, then go up  seventy-four",-97,74
530,"move six to the left, then go up  eighty-eight",-6,88
531,"move eight to the left, then go up  seventy-six",-8,76
532,"move ninety-two to the left, then go up  eighty-one",-92,81
533,"move thirty-four to the left, then go up  six",-34,6
534,"move six to the left, then go up  six",-6,6
535,"move eighty to the left, then go up  seventy-one",-80,71
536,"move seventy-one to the left, then go up  twenty-seven",-71,27
537,"move eighty-one to the left, then go up  eighteen",-81,18
538,"move four to the left, then go up  fifty-seven",-4,57
539,"move ninety-two to the left, then go up  seventy-seven",-92,77
540,"move thirteen to the left, then go up  seventy-three",-13,73
541,"move fifty-two to the left, then go up  sixty-seven",-52,67
542,"move forty-two to the left, then go up  thirty-four",-42,34
543,"move sixty-three to the left, then go up  thirty-two",-63,32
544,"move two to the left, then go up  thirty-one",-2,31
545,"move ninety to the left, then go up  ninety-seven",-90,97
546,"move thirteen to the left, then go up  seventy-four",-13,74
547,"move ninety-eight to the left, then go up  fifty-two",-98,52
548,"move ninety-nine to the left, then go up  ninety-three",-99,93
549,"move seventy-three to the left, then go up  seventy-nine",-73,79
550,"move ten to the left, then go up  sixty-one",-10,61
551,"move thirty-one to the left, then go up  thirty-six",-31,36
552,"move three to the left, then go up  seventeen",-3,17
553,"move sixty-seven to the left, then go up  sixty-six",-67,66
554,"move eighty-one to the left, then go up  twenty-one",-81,21
555,"move eighty-nine to the left, then go up  eighty-two",-89,82
556,"move ten to the left, then go up  eight",-10,8
557,"move sixty-three to the left, then go up  thirty-three",-63,33
558,"move fourteen to the left, then go up  eighty-seven",-14,87
559,"move forty-four to the left, then go up  eighty-nine",-44,89
560,"move seventy-six to the left, then go up  sixty-two",-76,62
561,"move forty-eight to the left, then go up  twenty-seven",-48,27
562,"move ninety-four to the left, then go up  forty",-94,40
563,"move thirty-five to the left, then go up  ninety-three",-35,93
564,"move sixty-nine to the left, then go up  twenty-seven",-69,27
565,"move forty-three to the left, then go up  twenty-three",-43,23
566,"move twenty-two to the left, then go up  sixty-eight",-22,68
567,"move one hundred to the left, then go up  sixty-nine",-100,69
568,"move thirty-seven to the left, then go up  eighty-eight",-37,88
569,"move fifty-four to the left, then go up  fifty-one",-54,51
570,"move forty-eight to the left, then go up  thirty",-48,30
571,"move eighty-three to the left, then go up  thirty-three",-83,33
572,"move twenty-seven to the left, then go up  twenty-two",-27,22
573,"move twenty-seven to the left, then go up  forty-nine",-27,49
574,"move fifty-five to the left, then go up  fifty-seven",-55,57
575,"move fifty-four to the left, then go up  fifty",-54,50
576,"move thirty-one to the left, then go up  twenty-nine",-31,29
577,"move forty to the left, then go up  seventeen",-40,17
578,"move two to the left, then go up  thirty-eight",-2,38
579,"move twenty-six to the left, then go up  seventy-three",-26,73
580,"move forty-two to the left, then go up  seventy-two",-42,72
581,"move ninety-six to the left, then go up  fifty-three",-96,53
582,"move fifty-three to the left, then go up  fifty-three",-53,53
583,"move seventy-one to the left, then go up  eighty-four",-71,84
584,"move sixty-three to the left, then go up  thirty-five",-63,35
585,"move eighty-four to the left, then go up  sixty-seven",-84,67
586,"move eighty-four to the left, then go up  sixty-four",-84,64
587,"move thirty-five to the left, then go up  eighty-eight",-35,88
588,"move forty-eight to the left, then go up  ninety-nine",-48,99
589,"move eighteen to the left, then go up  ninety-two",-18,92
590,"move eighty-two to the left, then go up  sixty-one",-82,61
591,"move sixty-one to the left, then go up  sixty-six",-61,66
592,"move eighty-six to the left, then go up  forty",-86,40
593,"move sixteen to the left, then go up  sixty-seven",-16,67
594,"move sixty-seven to the left, then go up  forty-five",-67,45
595,"move ninety-one to the left, then go up  ninety-seven",-91,97
596,"move sixty-four to the left, then go up  twenty",-64,20
597,"move fifty-seven to the left, then go up  forty-seven",-57,47
598,"move ninety-six to the left, then go up  forty-three",-96,43
599,"move sixteen to the left, then go up  fifty-five",-16,55
600,"move fourteen to the left, then go up  forty-eight",-14,48
601,"move eighty-three to the left, then go up  one hundred",-83,100
602,"move forty-one to the left, then go up  forty-three",-41,43
603,"move thirty-eight to the left, then go up  seventeen",-38,17
604,"move ninety-nine to the left, then go up  eighty-five",-99,85
605,"move eighty-six to the left, then go up  twenty-five",-86,25
606,"move seventy-six to the left, then go up  thirteen",-76,13
607,"move fifty to the left, then go up  seventy-three",-50,73
608,"move fifty-two to the left, then go up  seventy-eight",-52,78
609,"move eighty to the left, then go up  twenty-two",-80,22
610,"move forty-one to the left, then go up  forty-four",-41,44
611,"move sixty-one to the left, then go up  twenty-five",-61,25
612,"move fifty-one to the left, then go up  sixty-five",-51,65
613,"move twenty-five to the left, then go up  seventy",-25,70
614,"move fifty-seven to the left, then go up  five",-57,5
615,"move seventy-five to the left, then go up  sixteen",-75,16
616,"move sixty-eight to the left, then go up  eighty-eight",-68,88
617,"move twenty-nine to the left, then go up  two",-29,2
618,"move sixty to the left, then go up  eighty-five",-60,85
619,"move sixty-one to the left, then go up  ten",-61,10
620,"move three to the left, then go up  seventy-one",-3,71
621,"move ninety-six to the left, then go up  forty-five",-96,45
622,"move seventy-eight to the left, then go up  forty-six",-78,46
623,"move seventy-nine to the left, then go up  fifty-two",-79,52
624,"move fifteen to the left, then go up  four",-15,4
625,"move fifty to the left, then go up  fifty-nine",-50,59
626,"move twenty-one to the left, then go up  thirty-five",-21,35
627,"move thirty-nine to the left, then go up  thirty",-39,30
628,"move fifteen to the left, then go up  seventeen",-15,17
629,"move forty-one to the left, then go up  seventeen",-41,17
630,"move fifty-seven to the left, then go up  forty",-57,40
631,"move sixty-two to the left, then go up  eighty-six",-62,86
632,"move forty-six to the left, then go up  forty-three",-46,43
633,"move seventy-two to the left, then go up  one hundred",-72,100
634,"move fourteen to the left, then go up  thirty-one",-14,31
635,"move forty to the left, then go up  thirty-two",-40,32
636,"move eighty-four to the left, then go up  nineteen",-84,19
637,"move twenty-eight to the left, then go up  thirty-three",-28,33
638,"move nineteen to the left, then go up  ninety-six",-19,96
639,"move seventy-seven to the left, then go up  ninety-three",-77,93
640,"move ninety-two to the left, then go up  forty-three",-92,43
641,"move forty-one to the left, then go up  sixty-nine",-41,69
642,"move thirteen to the left, then go up  eighty-seven",-13,87
643,"move fifty-eight to the left, then go up  eight",-58,8
644,"move twenty to the left, then go up  seventy-three",-20,73
645,"move sixty-five to the left, then go up  fifty-six",-65,56
646,"move twenty-one to the left, then go up  thirty-six",-21,36
647,"move seventy-nine to the left, then go up  fifty-four",-79,54
648,"move four to the left, then go up  fifty-eight",-4,58
649,"move seventy to the left, then go up  three",-70,3
650,"move five to the left, then go up  sixty-eight",-5,68
651,"move twenty-three to the left, then go up  ninety-one",-23,91
652,"move forty-one to the left, then go up  ninety-five",-41,95
653,"move eighty-one to the left, then go up  twelve",-81,12
654,"move sixty-three to the left, then go up  fifty-one",-63,51
655,"move sixty-seven to the left, then go up  sixty",-67,60
656,"move twenty-seven to the left, then go up  thirteen",-27,13
657,"move thirty-four to the left, then go up  seventy",-34,70
658,"move seventy-three to the left, then go up  fifty-nine",-73,59
659,"move fifty-two to the left, then go up  ninety-six",-52,96
660,"move forty-four to the left, then go up  seventy-nine",-44,79
661,"move thirty-eight to the left, then go up  seventy-eight",-38,78
662,"move forty-seven to the left, then go up  ten",-47,10
663,"move forty-two to the left, then go up  fifty-five",-42,55
664,"move thirty-nine to the left, then go up  eighty-three",-39,83
665,"move forty-seven to the left, then go up  forty-two",-47,42
666,"move ninety-nine to the left, then go up  eighty-nine",-99,89
667,"move ninety-nine to the left, then go up  eighteen",-99,18
668,"move eighty-four to the left, then go up  thirty-two",-84,32
669,"move eighty-eight to the left, then go up  sixty-one",-88,61
670,"move twenty-one to the left, then go up  twenty-six",-21,26
671,"move forty-five to the left, then go up  ninety-three",-45,93
672,"move fifty-one to the left, then go up  seventy-four",-51,74
673,"move seventy-seven to the left, then go up  thirty-two",-77,32
674,"move sixty-seven to the left, then go up  seventy-two",-67,72
675,"move fifteen to the left, then go up  fifty",-15,50
676,"move ninety-one to the left, then go up  ninety-eight",-91,98
677,"move twenty-three to the left, then go up  thirty-six",-23,36
678,"move eight to the left, then go up  two",-8,2
679,"move sixty-four to the left, then go up  sixty-two",-64,62
680,"move forty-three to the left, then go up  ten",-43,10
681,"move eighty to the left, then go up  fifty-nine",-80,59
682,"move seventy to the left, then go up  thirteen",-70,13
683,"move five to the left, then go up  five",-5,5
684,"move one to the left, then go up  thirty-seven",-1,37
685,"move sixty-six to the left, then go up  seventy-three",-66,73
686,"move eighty-three to the left, then go up  ninety-seven",-83,97
687,"move eighty to the left, then go up  ten",-80,10
688,"move one hundred to the left, then go up  forty-one",-100,41
689,"move forty-four to the left, then go up  twenty-two",-44,22
690,"move eighty to the left, then go up  fourteen",-80,14
691,"move fifty-five to the left, then go up  thirty-four",-55,34
692,"move ninety-eight to the left, then go up  three",-98,3
693,"move thirty-six to the left, then go up  forty-eight",-36,48
694,"move sixty-four to the left, then go up  seven",-64,7
695,"move fifty-three to the left, then go up  ninety-six",-53,96
696,"move fifty-eight to the left, then go up  fifty",-58,50
697,"move fifty-four to the left, then go up  ninety-six",-54,96
698,"move ninety-seven to the left, then go up  seven",-97,7
699,"move seventy-two to the left, then go up  thirty-four",-72,34
700,"move ninety-two to the left, then go up  thirty-seven",-92,37
701,"move ninety to the left, then go up  seventy-three",-90,73
702,"move fifty to the left, then go up  twenty-nine",-50,29
703,"move ninety-six to the left, then go up  seventy-seven",-96,77
704,"move sixty-seven to the left, then go up  eighty-three",-67,83
705,"move sixty-six to the left, then go up  fifteen",-66,15
706,"move eighty-two to the left, then go up  twenty-two",-82,22
707,"move four to the left, then go up  seventy",-4,70
708,"move three to the left, then go up  thirty",-3,30
